category,text
sport,paris promise raises welsh hopes has there been a better six nations match than saturday s epic in paris   and can the welsh revival continue all the way to a first grand slam since 1978  those are the two questions occupying not just wales supporters but rugby fans as a whole after a scintillating display in paris. welsh legend mervyn davies  a member of two of three grand slam-winning sides of the 1970s  hailed it as  one of the great performances of the past three decades . martyn williams  wales  two-try scorer on the day  called it  one of the most surreal games i have ever played in . a crestfallen france coach  bernard laporte  simply observed:  there was a french half and there was a welsh half . and what a half it was for the red dragonhood  transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. but while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure  the final quarter told us a whole lot more about this welsh side. that they recovered from a battering in the first half-hour to first stem the tide before half-time  then reverse it on the resumption  was remarkable enough. but in resisting a seemingly unstoppable wave of french pressure in a nail-biting final five minutes  wales showed not only their physical attributes but their mental resolve.  in international rugby  any of the top seven sides can beat each other on a given day  but the great sides are those that win the close contests on a consistent basis. england suffered some infamous six nations disappointments en route to world cup glory  the pain of defeat forging bonds that ultimately led to victory when it really mattered. wales have some way to go before they can be remotely considered in a similar light. but the signs are that players previously on the receiving end are learning how to emerge on the right side of the scoreline. ten of the 22 on duty on saturday were also involved when wales were trounced 33-5 in paris two years ago. but since they threw off the shackles against new zealand in the 2003 world cup  wales have rediscovered much of what made them a great rugby nation in the first place.   the confidence in the squad has been building and building since the world cup and we now have young players who are becoming world class   noted coach mike ruddock. the likes of michael owen  gethin jenkins  dwayne peel and gavin henson are certainly building strong cases for inclusion on this summer s lions tour to new zealand. and players like stephen jones  martyn williams  shane williams and gareth thomas are proving it is not only the youngsters that are on an upward curve. jones  after his superb man-of-the-match display  observed that  we are a very happy camp now . ruddock and thomas can take much of the credit for that  ensuring the tribal and regional divisions that have often scarred welsh rugby do not extend to the national squad. the  joie de vivre  so evident in that magical second-half spell in paris also stems from a style of play that first wooed supporters the world over in the 1970s.  if england had half the innate attacking exuberance wales have produced in this championship  they would not be contemplating the debris of three consecutive defeats. similarly  wales have learnt that style alone does not win matches  and that forward power  mental toughness and good decision-making under pressure are equally important. so on to murrayfield  where wales have not won on their last three visits. while the hype in the principality will go into overdrive  the players will set about the task of beating scotland. only then - with the visit of ireland to finish - can they start thinking about emulating the hallowed players of the 1970s  and writing their own names into welsh legend.
entertainment,levy takes whitbread novel prize orange prize winner andrea levy has seen her book small island win the whitbread novel of the year award.  she is now favourite to win the overall prize after beating booker winner alan hollinghurst s the line of beauty. geraldine mccaughrean has picked up the children s fiction award for the third time for not the end of the world. all the category winners go through to compete for the whitbread book of the year title  which carries with it a £25 000 prize. a panel of judges including sir trevor mcdonald  actor hugh grant and writer joanne harris will meet up on 25 january to decide the overall winner  with the announcement being made later that evening.  bookmaker william hill has placed london-based levy s novel as the 6/4 favourite to win.  small island  levy s fourth novel  is set in post-war england and centres on a landlady and her lodgers. one is a jamaican who joined british troops to fight hitler but finds life difficult out of uniform when he settles in london. the judges  who included authors jenny colgan and amanda craig  were full of praise for her writing.  what could have been a didactic or preachy prospect turns out to hilarious  moving humane and eye-popping. it s hard to think of anybody not enjoying it   wrote the judges. the first novel section was won by susan fletcher for eve green  beating the favourite jonathan strange and mr norrell by susanna clarke. fletcher has recently graduated from graduated from the university of east anglia creative writing course. waterstone s fiction writer buyer suzie doore said:  it is great to see susan fletcher win in the first novel category. as a relatively unknown author this award will give her exposure to a wider and mass audience that she may not have reached and is a perfect example of the influence of the whitbread.  fresh out of university she is certainly one to watch.   in the biography category it was john guy s the life of mary queen of scots that was picked as winner. the judges called it  an impressive and readable piece of scholarship  which cannot fail but leave the reader moved and intrigued by this most tragic and likeable of queens . guy has published many histories  including tudor england. he is a fellow at clare college  cambridge and became a honorary research professor of the university of st andrews in 2003. michael symmons roberts  fourth collection of poems scooped the poetry award. his works mixes mysticism  erotica and philosophy through life  death and resurrection. as well as writing poetry  symmons roberts also makes documentary films. children s winner mccaughrean  who went into magazine publishing after studying teaching  previously won the whitbread prize in 1987 with a little lower than angels and in 1994 with gold dust. she has previously been the winner of the blue peter book of the year.
sport,thanou bullish over drugs hearing katerina thanou is confident she and fellow sprinter kostas kenteris will not be punished for missing drugs tests before the athens olympics.  the greek pair appeared at a hearing on saturday which will determine whether their provisional bans from athletics  ruling body the iaaf should stand.  after five months we finally had the chance to give explanations. i am confident and optimistic   said thanou.  we presented new evidence to the committee that they were not aware of.   the athletes  lawyer grigoris ioanidis said he believed the independent disciplinary committee set up by the greek athletics federation (segas) would find them innocent.  we are almost certain that the charges will be dropped   said ioanidis.   we believe that we have presented [a case] that the charges are unreasonable.  thanou  the 2000 olympic women s 100m silver medallist  and sydney 200m champion kenteris were suspended by the iaaf for missing three drugs tests. the third was supposed to take place on the eve of the athens games last august  but the pair could not be found in the athletes  village. they were later taken to hospital after claiming to have been involved in a motorcycle accident. thanou s coach christos tzekos was also suspended by the iaaf.  we were asked [by the disciplinary committee] all kinds of questions about the night of 12 august   said tzekos.  we did not leave any gaps. as far as i am concerned there is no such issue [of refusing to be tested]  and i am very optimistic.  tzekos  thanou and kenteris  who have all denied the charges  can expect a decision within a month.  deliberations will start after some additional documents are brought in by thursday   said committee chairman kostas panagopoulos.  i estimate that the final ruling will be issued by the end of february.
tech,consumers  snub portable video  consumers want music rather than movies while on the move  says a report.  produced by jupiter research the analysis of the portable media player market found only 13% of europeans want to watch video while out and about. by contrast  almost a third are interested in listening to music on a portable player such as an ipod. the firm said gadget makers should avoid hybrid devices and instead make sure music reproduction was as good as possible.  the report concluded that the driving force behind the growth of europe s portable player market was likely to be music  rather than films or any combination of the two. barely 5% of those questioned said they wanted a player that could play back both music and movies. only 7% wanted a player that could handle games and video.   dedicated music players are the only established digital media players in europe today despite their high prices   said ian fogg  jupiter analyst. mr fogg said although video players and smartphones were trying to cash in on this success they faced a tough job because of the compromises that had to be made when creating a dual-purpose device.  europeans care most about music playback   he said. the report showed that 27% of consumers asked are interested in portable music players. the research revealed that french  39%  and british  31%  consumers were most interested in music players. mr fogg said portable video players were likely to remain a niche product that would not be able to compete with devices dedicated to music playback.  a separate report by jupiter forecasts that the european digital music market will grow to 836m euros (£581m) by 2009. at the end of 2003  the market was worth 10.6m euros (£7.36m). digital music players will be behind this market growth said jupiter . apple s ipod was launched in october 2001  but the portable music player market has been growing steadily since the launch of the creative nomad jukebox in mid-2000. now consumers face an almost overwhelming choice of high-capacity portable music players that let them store every track on every cd that they own.
politics,plan to give elderly care control elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans.  ministers say elderly and disabled people themselves  not social workers  should be able to decide on their care and stay in their own homes. they also plan a supremo for adult services in each english area to get different agencies working together. but the government shunned opponents  calls for free long-term care.  there are 1.7m people needing care in england and ministers suggest the number could quadruple by 2050. monday s consultation paper on social care for adults in england is aimed at ending a system which generates dependency. health minister stephen ladyman said:  this document is the antithesis of the nanny state.   it s about taking power away from the state and giving it to individuals and saying that we will help you make these decisions but we are not going to make them for you any more.  the government has already allowed local councils to give people money so they can pay for their services directly but take-up of the scheme has been  disappointing .  ministers say the new plans would make direct payments simpler and try to counter reluctance in some local councils to use the payments. they also want to set up a new  half-way house  where social workers tell people how much money is available for their care and help them choose how to spend that  individual budget . the scheme will be funded on existing budgets set until 2008. but mr ladyman said the plans could deliver savings in some areas  such as freeing up nhs beds and preventing illnesses. he ruled out free personal care in england - which is on offer in scotland and wales  saying it was  unsustainable .  david rogers  from the local government association  said agencies were working together on the kind of innovation proposed by the government. and tony hunter  president of the association of directors of social services  said the plans could improve dignity and well-being for thousands of people. but age concern argued social care was chronically under-funded and older people were being offered choice in principle  but not in practice. its director general  gordon lishman  said:  direct payments will not work if there are no services for people to choose from locally.   the tories say people who pay for three years  long-term care directly or through insurance should be guaranteed free care for the rest of their lives. tory spokesman simon burns said more than 80 000 long term care places had been lost since 1997.  after eight years of persistent change  dogmatic enforcement of regulation  and overbearing government initiatives - we need action  not a vision   said mr burns. the lib dems say they would fund free personal care by a new 50% tax rate on incomes over £100 000. health spokesman paul burstow said:  promoting independence sounds good and helping people to live in their own homes is a goal we share.  but the risk is that independence can turn into isolation if the right support and care is not available.
tech,anti-tremor mouse stops pc shakes a special adaptor that helps people with hand tremors control a computer mouse more easily has been developed.  the device uses similar  steady cam  technology found in camcorders to filter out shaking hand movements. people with hand tremors find it hard to use conventional mice for simple computer tasks because of the erratic movements of the cursor on the screen. about three million britons have some sort of hand tremor condition  said the uk national tremor foundation.  using a computer mouse is well known for being extremely hard for people with tremors so we re delighted to hear that a technology has been developed to address this problem   said karen walsh  from the uk national tremor foundation. most commonly associated with tremors is parkinson s disease  but they can also be caused by other conditions like essential tremor (et). tremors more often affect older people  but can hit all ages. et  for example  is genetic and can afflict people throughout their lives.  the assistive mouse adapter (ama) is the brainchild of ibm researcher jim levine who developed the prototype after seeing his uncle  who has parkinson s disease  struggle with mouse control.  i knew that there must be way to improve the situation for him and the millions of other tremor sufferers around the world  including the elderly.   the number of elderly computer users will increase as the population ages  and at the same time  the need for computer access grows   he said. computer users plug the device into a pc  and it can be adjusted depending on how severe the tremor is. it is also able to recognise multiple clicking on a mouse button caused by shaky digits. ibm said it would partner up with a small uk-based electronics firm  montrose secam  to produce the devices which will cost about £70. james cosgrave  one of the company s directors  said it would make a big difference to those with tremors.  i m a pilot and my tremor condition has not limited my ability to fly a plane   he said.  but using a pc has proven almost impossible simply because everything revolves around using the mouse to accurately manipulate the tiny cursor on the screen.  he said a prototype of the gadget had transformed his life.  the device could help open up computing to millions more people who have found shaking to be a barrier. last year  the office for national statistics reported that for the first time  more than half of all households in britain had a home computer. with prices getting cheaper to get online too  computer ownership is increasing. but although 62% of british people have tried the internet  only 15% of britons aged 65 or over have been online. more than six million uk households now have a broadband net. by the middle of 2005  it is estimated that 50% of all uk net users will be on broadband. there are still millions using the net through dial-up connections too.
business,nissan names successor to ghosn nissan has named a lifetime employee to run its operations after carlos ghosn  its highly successful boss  takes charge at renault.  as chief operating officer  toshiyuki shiga will run nissan on a daily basis  although mr ghosn  who masterminded its recovery  will remain chief executive. mr ghosn is to become chairman and chief executive of renault  which owns 44% of the japanese carmaker  in april. mr ghosn transformed nissan into a fast-growing and profitable business.  mr shiga will nominally serve as mr ghosn s deputy. however  he will be nissan s most senior japan-based executive and will be in charge of the firm s global sales and marketing.  he is currently in charge of nissan s operations across asia and australasia and is credited with significantly improving its sales in china. he will inherit a strong legacy from mr ghosn  who has overseen a dramatic turnaround in nissan s fortunes in the past five years. dubbed  le cost killer  for pushing through huge cost cuts in previous jobs  mr ghosn reduced nissan s overheads by 20% and trimmed its workforce by about 200 000 after taking charge in 1999. these actions helped nissan turn a 684bn yen ($6.4bn) loss in 2000 into a 331bn yen ($2.7bn) profit the following year. during his tenure  nissan has increased its market share and made significant strides in key export markets. nissan aims to increase vehicle sales to more than four million by 2008  launching 28 new models in the process.  in his new job as renault chief executive  mr ghosn will devote 40% of his time to renault  40% to nissan and the rest to the group s activities in north america and other key markets.  mr ghosn said mr shiga s appointment would ensure a  seamless  transition in management.  i need a leadership team capable of accelerating the performance and delivery of results that has characterized nissan over the past six years   mr ghosn said.  i have full confidence in toshiyuki shiga and the new leadership team to help me implement the next chapter of nissan s growth.  nissan also announced a number of other management appointments with promotions for several younger executives.
business,us firm  bids for lacroix label  a us firm has said it is in final negotiations with luxury goods group lvmh to buy the loss-making christian lacroix haute-couture house.  paris-based lvmh has been selling non-core businesses and focusing on its most profitable labels including moet & chandon champagne and louis vuitton. privately-held falic group bought two cosmetics brands  hard candy and urban decay  from lvmh in early 2003. the florida company also own a chain of 90 duty free stores in the us. lvmh refused to comment on the reports. but one of the three brothers behind the falic group said the firm had also held talks with the designer christian lacroix  and wished to retain him.  we are buying his name   simon falic told the reuters news agency.  we have plans to increase the exposure of the brand and increase the volume of business.
politics,peers debate crown succession law peers are debating proposals to change the rules governing the succession to the throne.  labour peer lord dubs  succession to the crown bill aims to end the right of male heirs to succeed to the crown even if they have an older sister. the private member s bill would also abolish the ban on heirs to the throne marrying roman catholics. the fabian society s sundar katwala said the change was  long overdue  and that he expected a  warm response . the political reform group s general secretary told bbc radio 4 s today programme there were some  very out-dated features  at the heart of britain s constitution.   in 1998 the government said in principle it supported the idea of ending gender discrimination and that it would consult on how to come forward with its own measures.  we hope they are warm towards it and don t say this is the wrong time.  he pointed out that it was 30 years since the sex discrimination act and urged politicians on all sides to back the bill. mr katwala added:  this is long overdue. parliament will have to do it eventually  the government  and i hope all of the political parties  might think this is a very simple thing to have in their manifestos.   but he acknowledged that even if the bill did win support  it was unlikely to become law because the legislative programme is likely to be squeezed by the coming general election. he said he hoped the bill would be a  gentle nudge  to the government and suggested it would  demand a response . the bill  which is in the lords for its second reading  has been adopted by former chief whip ann taylor in the commons. the rule of succession is regulated not only through descent and tradition but also by the act of settlement which confirmed in 1701 that it was for parliament to determine the title to the throne.
politics,brown targets oaps and homebuyers gordon brown has doubled the level at which house buyers pay stamp duty to £120 000 as he put the economy at the heart of labour s election campaign.  the chancellor also unveiled a one-off £200 council tax refund for pensioners and a rise in child tax credit. mr brown put 1p a pint on beer  4p on a bottle of wine and 7p on 20 cigarettes but froze petrol duty until september. the tories called it a  vote now  pay later  budget. the lib dems branded it a  sticking plaster  for the election.  tory leader michael howard predicted the budget would do nothing to help labour s  faltering  election campaign.   this government and this chancellor have run out of solutions to the problems britain faces   mr howard told mps.  their only answer is to tax  to spend and to waste - to get people to vote now and pay later.  he ended his response with an election challenge to labour  saying  bring it on . liberal democrat leader charles kennedy attacked mr brown for failing to mention the environment and for his record on social justice.  how can it be right in britain today that the poorest 20% pay more in tax  as a proportion of their income  than the richest 20%   he asked.  mr kennedy criticised mr brown for failing to mention the  ticking bomb  of council tax revaluation  saying it was  high time  the system was replaced by a  local tax based on the ability to pay . during his 49 minute speech mr brown told mps he had defied the pundits by hitting his growth target of 3.1% for 2004.  he said his budget struck a balance  between tax cuts that are affordable  investments that are essential and stability that is paramount . he rejected across-the-board tax cuts in favour of targeted help for families. the child tax credit will rise in line with earnings  giving families an extra £5 a week. in contrast  the personal income tax allowance will rise only in line with inflation from £4 745 to £4 895 next month. mr brown told mps child benefit would rise to a maximum of £63 a week for the first child and £111 for two children. despite his giveaways  budget documents show mr brown clawed back £265m through a clampdown on tax avoidance and increased revenue from a windfall tax on oil companies. he also scrapped stamp duty relief for commercial property in disadvantaged areas - a measure brought in just over three years ago. bbc political editor andrew marr suggested the sweeteners were not big enough to have a transforming effect on voters. but trust in mr brown s economic stewardship would be a central election issue  he said.  mr brown also unveiled plans for a memorial to the queen mother  funded through a special coin to celebrate the queen s 80th birthday. other measures include equal tax status for same-sex couples and a deal with the council of mortgage lenders to boost low cost home ownership. the level where people start paying inheritance tax will also rise from £263 000 to £275 000 from april. mr brown said he had met his financial  golden rule  with a £6bn surplus and he said public borrowing would continue to fall over the next five years.  the economy had grown for 50 consecutive quarters  he said  and was forecast to continue doing so over the next year  with a forecast of 3% to 3.5% in 2005 and 2.5% to 3% in 2006. the first £2bn of value-for-money savings identified in the gershon review have been achieved  the chancellor said. some 12 500 civil servant posts have been axed  and 7 800 relocated out of the south east of england  he added. snp leader alex salmond said mr brown had failed the  tartan test  as there were no measures to boost the scottish economy. simon thomas  of plaid cymru  called it a budget for middle england. uk independence party leader roger knapman attacked the plans for pensioners saying they needed  more money and the dignity of being allowed to spend it how they want   not  free bus rides . the green party said the budget was a  wasted opportunity  for environmental protection  adding:  brown obviously has an eye on the coming election  and has taken his eye off the needs of the planet.
sport,sydney to host north v south game sydney will host a northern versus southern hemisphere charity match in june or july  the australian rugby union (aru) said on wednesday.  the match will include players from the lions tour of new zealand.  the australian rugby union has thrown its support behind a proposed north-south match to raise funds for the tsunami appeals   the aru said. the date is yet to be decided but the most likely venue is sydney s olympic stadium. aru chief executive gary flowers said the world cricket charity match in melbourne earlier this month had inspired the aru.  we still need to discuss the options with the irb (international rugby board)  the lions and our sanzar (south africa  new zealand and australia rugby) partners  but june or july is seen as a better option than march to ensure we have the cream of southern hemisphere rugby available   he said. wallabies captain george gregan said the charity match was a  great initiative . tri-nations rivals australia  new zealand and south africa would feature prominently in a southern team against a northern side comprised of six nations teams france  ireland  england  wales  italy and scotland. coach clive woodward s lions squad will tour new zealand in june and july  including tests on 25 june  2 and 9 july.  almost 80 000 fans packed into melbourne cricket ground on 10 january for a charity match that raised £5.9m for victims of the asian tsunami.
business,yukos seeks court action on sale yukos will return to a us court on wednesday to seek sanctions against baikal finance group  the little-known firm which has bought its main asset.  yukos has said it will sue baikal and others involved in the sale of yuganskneftegas for $20bn in damages. yukos  us lawyers will attempt to have baikal assets frozen after the russian government ignored a us court order last week blocking the sale. baikal s background and its motives for buying the unit are still unclear.  russian newspapers have claimed that baikal - which bought the yuganskneftegas production unit for $9.4bn (261bn roubles  £4.8bn) on sunday at a state provoked auction - has strong links with surgutneftegas  russia s fourth-biggest oil producer. many observers believe that the unit  which produces 60% of yukos  oil output  could ultimately fall into the hands of surgutneftegas or even gazprom  the state gas firm which opted out of the auction.  the russian government forced the sale of yukos  most lucrative asset as part of its action to enforce a $27bn back tax bill it says the company owes. yukos  us lawyers claim the auction was illegal because the firm had filed for bankruptcy and therefore its assets were now under the protection of us bankruptcy law which has worldwide jurisdiction. on wednesday  yukos will also seek further legal remedies to prevent the break-up of the group.  we believe the auction was illegal and we intend to pursue all legal recourses available to us   yukos spokesman mike lake told agence france press.  if it exports that oil  it will be marketing a stolen product   he added. the future ownership of yuganksneftegas remains unclear amid widespread suggestions that baikal was established as a front for other interests.  speaking on tuesday  president putin said baikal was owned by individual investors who planned to build relationships with other russian energy firms interested in the development of yuganskneftegas. president putin also suggested that china s national petroleum corporation could play a role in the unit s future after signing a commercial agreement with gazprom to work on joint energy projects. yukos has claimed that the sale of its main asset will lead to the collapse of the company. commentators and yukos itself claim the firm is the target of a government campaign to destroy it because of the political ambitions of its founder  mikhail khodorkovsky.
tech,freeze on anti-spam campaign a campaign by lycos europe to target spam-related websites appears to have been put on hold.  earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words  stay tuned . no one at lycos was available for comment on latest developments in its controversial anti-spam campaign.  lycos europe s  make love not spam  campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which  when their pc was idle  would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial.  monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline.  the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are re-drafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page  with the words   stay tuned . the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism.  attacking a spammer s website is like poking a grizzly bear sleeping in your back garden with a pointy stick   said graham cluley  senior technology consultant for sophos.  not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack  but it also is in danger of turning innocent computer users into vigilantes  who may not be prepared for whatever retaliation the spammers care to dream up.
entertainment,christmas song formula  unveiled a formula for the ultimate christmas single has been revealed by chart bible british hit singles and albums.  the recipe includes a reference to father christmas  sleigh bells  a children s choir and a charity element. the song should also include christmas in the title  wishes for peace on earth and lots of airplay at office parties.  there are common musical elements linking nearly all the big christmas number ones of recent times   said editor david roberts. the book s analysts commissioned chart prank group moped to create the first christmas single using the whole formula - the song is called gonna have a no 1 this christmas by moped vs santa.   everybody says that christmas number ones are formulaic  but gonna have a number one this christmas is the first song to crack the formula and combine all these elements into one ultimate christmas track  said mr roberts.  surprisingly  there s no santa listed among the 8 000  top 75 chart performers in the book  so this is our chance to help santa to his rightful place in british recording history.  big festive hits over the years include band aid s do they know it s christmas   slade s merry christmas everybody  wham s last christmas and sir cliff richards  mistletoe and wine. band aid 20 s remake of do they know it s christmas is set to be confirmed as number one in the charts on sunday.
politics,tory  stalking horse  meyer dies sir anthony meyer  the tory backbencher who challenged margaret thatcher for the party leadership in 1989  has died.  he was 84  had been suffering from cancer for many months  and died at his london home. that failed  stalking horse  leadership challenge made it easier for michael heseltine to mount his own bid. that in turn paved the way for john major to move into 10 downing street  after the second ballot. meyer s constituency party  clwyd north west  which he had represented as an mp for more than 20 years  deselected him as a result of that challenge. sir anthony john charles meyer was born on 27 october  1920. educated at eton  and at new college  oxford  he served in the scots guards from 1941 to 1945 and was wounded in tanks in normandy. he worked under edward heath on europe at the foreign office and subsequently won the eton and slough seat for the tories in 1964 - by 11 votes. labour regained the seat two years later  and meyer had to wait until 1970 before he could re-enter parliament. his prospects of a front bench slot remained remote because he tended to defy the party line.
tech,china net cafe culture crackdown chinese authorities closed 12 575 net cafes in the closing months of 2004  the country s government said.  according to the official news agency most of the net cafes were closed down because they were operating illegally. chinese net cafes operate under a set of strict guidelines and many of those most recently closed broke rules that limit how close they can be to schools. the move is the latest in a series of steps the chinese government has taken to crack down on what it considers to be immoral net use.  the official xinhua news agency said the crackdown was carried out to create a  safer environment for young people in china . rules introduced in 2002 demand that net cafes be at least 200 metres away from middle and elementary schools. the hours that children can use net cafes are also tightly regulated. china has long been worried that net cafes are an unhealthy influence on young people. the 12 575 cafes were shut in the three months from october to december. china also tries to dictate the types of computer games people can play to limit the amount of violence people are exposed to.  net cafes are hugely popular in china because the relatively high cost of computer hardware means that few people have pcs in their homes. this is not the first time that the chinese government has moved against net cafes that are not operating within its strict guidelines. all the 100 000 or so net cafes in the country are required to use software that controls what websites users can see. logs of sites people visit are also kept. laws on net cafe opening hours and who can use them were introduced in 2002 following a fire at one cafe that killed 25 people. during the crackdown following the blaze authorities moved to clean up net cafes and demanded that all of them get permits to operate. in august 2004 chinese authorities shut down 700 websites and arrested 224 people in a crackdown on net porn. at the same time it introduced new controls to block overseas sex sites. the reporters without borders group said in a report that chinese government technologies for e-mail interception and net censorship are among the most highly developed in the world.
business,bush to outline  toughest  budget president bush is to send his toughest budget proposals to date to the us congress  seeking large cuts in domestic spending to lower the deficit.  about 150 federal programs could be cut or axed altogether as part of a $2.5 trillion (£1.3 trillion) package aimed at curbing the giant us budget deficit. defence spending will rise  however  while the proposals exclude the cost of continuing military operations in iraq. vice-president dick cheney said the budget was the  tightest  so far.  at the heart of the administration s fifth budget  presented to congress on monday  is an austere package of domestic measures. these would see discretionary spending rise below the projected level of inflation.  such belt-tightening is designed to tackle the massive budget deficit increases of president bush s first term. mr cheney admitted that the budget was the toughest of the bush presidency but argued it was  fair and responsible .  it is not something we have done with a meat axe  nor are we suddenly turning our back on the most needy people in our society   he said. the wars in iraq and afghanistan  increased expenditure on national security after 9/11 and the 2001 recession wiped out the budget surplus inherited by president bush in 2001 and turned it into a record deficit. the shortfall is projected to rise to $427bn in 2005.  education  environmental protection and transport initiatives are set to be scaled back as a first step towards reducing the deficit to $230bn by 2009.  most controversially  the government is seeking to cut the medicaid budget  which provides health care to the nation s poorest  by $45bn and to reduce farm subsidies by $587m. spending on defence and homeland security is set to increase  although not by as much as originally planned. president bush s proposals would see the pentagon s budget rise by $19bn to $419.3bn while homeland security would get an extra $2bn.  the budget does not include the cost of running military operations in iraq and afghanistan  for which the administration in expected to seek an extra $80bn from congress later this year.  also not featuring in the proposals is the cost of funding the administration s radical proposed overhaul of social security provision. some expects believe this could require borrowing of up to $4.5bn trillion over a twenty year period. despite the republicans holding a majority in both houses of congress  the proposals will be fiercely contested over the next few months.  john mccain  a republican senator  said he was pleased the administration was prepared to tackle the deficit.  with the deficits that we are now running  i am glad the president is coming over with a very austere budget   he said. however  democratic senator kent conrad said the proposals exposed the country to huge financial commitments beyond 2009.  the cost of everything he [president bush] advocates explodes   he said.
entertainment,cage film s third week at us top nicolas cage movie national treasure has topped the us and canada box office for the third week in a row.  national treasure made $17.1m (£8.8m) in ticket sales from friday to sunday  according to studio estimates  taking its total to $110.2m (£56.7m). comedy christmas with the kranks  starring tim allen and jamie lee curtis  was in second place. the polar express entered in third place while jude law film closer made its debut at number six.  oliver stone s big-budget epic alexander  starring colin farrell  followed last week s disappointing sixth-place opening with a slump to seventh place and takings of $4.7m (£2.4m). critics have savaged the three-hour epic  which reportedly cost $150m (£77m) to make. national treasure  which sees cage s character ben gates chase a hidden fortune  has been made by disney studios. it is cage s fourth collaboration with jerry bruckheimer  who is usually noted for his male-orientated action films.
sport,pountney handed ban and fine northampton coach budge pountney has been fined £2 000 and banned from match-day coaching for six weeks for calling a referee  a disgrace .  pountney was found guilty of bringing the game into disrepute at a rugby football union disciplinary hearing in london on thursday night. pountney criticised referee steve lander s performance in northampton s defeat by saracens on 5 february. the last two weeks of the six-week ban are suspended. pountney pleaded guilty to the offence before a panel consisting of chairman robert horner  nigel gillingham and jeff probyn. the ban means former scotland international pountney cannot enter the playing enclosure  technical areas or go near the touchline  tunnel or players and officials  areas on the day of a game.
entertainment,bafta to hand out movie honours movie stars from across the globe are attending this year s bafta film award ceremony.  british stars imelda staunton and clive owen are hoping for awards at the odeon in london s leicester square. hollywood stars leonardo dicaprio  pierce brosnan  christian slater and richard gere are also in the audience for the biggest night in uk film. hollywood blockbuster the aviator  starring dicaprio  leads the field with 14 nominations  including best movie. it is up against eternal sunshine of the spotless mind  finding neverland  the motorcycle diaries and british film vera drake  which has 11 nominations.  staunton is one of the favourites to land the best actress award for her gritty role as a backstreet abortionist in the small-budget film. she arrived at the ceremony wearing a green silk and chiffon low cut evening dress decorated with beads.  it s lovely to be here at home  to be on british soil. it s very nice indeed   she told reporters.  asked whether she was nervous about her best actress nomination she said:  it s out of my hands  there s nothing i can do. i m here with a lot of mates and we re going to have a very nice evening.  other nominees in the best actress category include charlize theron for monster  ziyi zhang for house of flying daggers and uk star kate winslet  who has two nods for her roles in eternal sunshine of the spotless mind and finding neverland. dicaprio faces competition from bernal  jamie foxx  jim carrey and johnny depp in the best actor category. the crowed screamed when he arrived on the red carpet. it s unlike anything i ve ever encountered. it s very intense and very loud   he told the bbc.   it s the first time i ve come to the baftas because it s the first time i ve been nominated...i ve appreciated british cinema for a long time and to be recognised like this is a special honour.  gere  who is presenting the best film award  said:  it s a big party  i had no idea it was going to be this big. it s crazy  i think it s bigger than the academy awards.   british actor owen is hoping to repeat his golden globe success with a best supporting actor award for his role in closer. he raised one of the biggest cheers of the night when he walked down the red carpet.  i was always a huge fan of closer as a play  so when i got the call to appear in the film  it was a huge thrill for me   he said.  the whole experience has been a treat and i m very fortunate to have been given the role.  his co-star natalie portman is up against blanchett  heather craney  julie cristie and meryl streep in the best supporting actress category. mike leigh is up for the best director award for vera drake  alongside martin scorsese for the aviator  michael mann for collateral  michel gondry for eternal sunshine of the spotless mind and marc forster for finding neverland.  the orange british academy film awards will be shown on bbc one at 2010 gmt.
